|purchaseorderid|vendorid|employeeid|subtotal  |
|2,981          |1,554   |259       |501.1965   |
|2,982          |1,688   |260       |125.748    |
|2,983          |1,580   |258       |150.7905   |
|2,984          |1,496   |254       |279.783    |
|2,985          |1,494   |257       |8,847.3    |
|2,986          |1,650   |261       |171.0765   |
|2,987          |1,654   |251       |20,397.3   |
|2,988          |1,664   |253       |14,628.075 |
|2,989          |1,678   |252       |58,685.55  |
|2,990          |1,616   |256       |358.155    |
|2,991          |1,492   |259       |501.1965   |
|2,992          |1,602   |260       |270.8055   |
|2,993          |1,540   |258       |371.2275   |
|2,994          |1,628   |254       |34,644.225 |
|2,995          |1,604   |257       |1,839.5055 |
|2,996          |1,690   |261       |146.286    |
|2,997          |1,566   |251       |102.564    |
|2,998          |1,698   |253       |150.7905   |
|2,999          |1,560   |255       |13,669.425 |
|3,000          |1,692   |252       |9,637.11   |
|3,001          |1,696   |259       |39,258.45  |
|3,002          |1,504   |260       |551.88     |
|3,003          |1,544   |258       |3,176.25   |
|3,004          |1,530   |250       |28,072.275 |
|3,005          |1,508   |257       |37,312.275 |
|3,006          |1,694   |261       |7,623      |
|3,007          |1,624   |251       |28,297.5   |
|3,008          |1,548   |253       |59.9445    |
|3,009          |1,598   |255       |567.378    |
|3,010          |1,658   |256       |43,878.45  |
|3,011          |1,536   |259       |525.7665   |
|3,012          |1,568   |260       |10,914.75  |
|3,013          |1,648   |258       |142.4115   |
|3,014          |1,646   |254       |28,794.15  |
|3,015          |1,672   |257       |51,807.3465|
|3,016          |1,600   |261       |1,276.275  |
|3,017          |1,522   |251       |2,003.925  |
|3,018          |1,570   |253       |50,860.425 |
|3,019          |1,516   |255       |454.86     |
|3,020          |1,506   |256       |43,878.45  |
|3,021          |1,626   |259       |7,132.125  |
|3,022          |1,542   |250       |28,343.7   |
|3,023          |1,610   |258       |22,516.725 |
|3,024          |1,638   |254       |34,644.225 |
|3,025          |1,582   |257       |1,151.4825 |
|3,026          |1,510   |261       |143.0415   |
|3,027          |1,526   |251       |28,199.325 |
|3,028          |1,644   |253       |3,713.325  |
|3,029          |1,680   |255       |63,831.075 |
|3,030          |1,584   |256       |9,585.45   |
|3,031          |1,620   |259       |5,711.475  |
|3,032          |1,666   |260       |273.7035   |
|3,033          |1,592   |250       |97.965     |
|3,034          |1,618   |254       |114.471    |
|3,035          |1,612   |257       |132.6465   |
|3,036          |1,586   |261       |43,878.45  |
|3,037          |1,500   |251       |418.95     |
|3,038          |1,656   |253       |607.8555   |
|3,039          |1,572   |255       |461.79     |
|3,040          |1,562   |256       |414.918    |
|3,041          |1,662   |259       |37.0755    |
|3,042          |1,682   |260       |21,558.075 |
|3,043          |1,686   |258       |364.455    |
|3,044          |1,684   |254       |41,048.7   |
|3,045          |1,534   |257       |111.5415   |
|3,046          |1,614   |261       |390.6      |
|3,047          |1,588   |251       |40,471.2   |
|3,048          |1,622   |253       |136.332    |
|3,049          |1,632   |255       |62,092.8   |
|3,050          |1,608   |256       |5,948.25   |
|3,051          |1,576   |252       |91,117.95  |
|3,052          |1,590   |260       |525        |
|3,053          |1,514   |258       |1,721.79   |
|3,054          |1,498   |254       |26,455.275 |
|3,055          |1,674   |257       |944.37     |
|3,056          |1,652   |261       |51,588.075 |
|3,057          |1,578   |250       |62,843.55  |
|3,058          |1,538   |253       |37,843.575 |
|3,059          |1,556   |255       |25,531.275 |
|3,060          |1,554   |256       |358.6275   |
|3,061          |1,688   |259       |125.748    |
|3,062          |1,580   |260       |150.7905   |
|3,063          |1,496   |258       |416.745    |
|3,064          |1,494   |254       |8,847.3    |
|3,065          |1,650   |252       |171.0765   |
|3,066          |1,654   |261       |20,397.3   |
|3,067          |1,664   |251       |14,628.075 |
|3,068          |1,678   |253       |58,685.55  |
|3,069          |1,616   |255       |599.4135   |
|3,070          |1,492   |256       |358.6275   |
|3,071          |1,602   |259       |1,525.23   |
|3,072          |1,540   |260       |228.438    |
|3,073          |1,628   |258       |34,644.225 |
|3,074          |1,604   |254       |257.5755   |
|3,075          |1,690   |257       |146.286    |
|3,076          |1,566   |261       |102.564    |
|3,077          |1,698   |251       |150.7905   |
|3,078          |1,560   |253       |13,669.425 |
|3,079          |1,692   |255       |6,756.12   |
|3,080          |1,696   |256       |50,860.425 |
|3,081          |1,504   |259       |551.88     |
|3,082          |1,544   |260       |3,811.5    |
|3,083          |1,530   |258       |28,072.275 |
|3,084          |1,508   |254       |35,394.975 |
|3,085          |1,694   |257       |7,623      |
|3,086          |1,624   |261       |28,297.5   |
|3,087          |1,548   |251       |59.9445    |
|3,088          |1,598   |253       |117.432    |
|3,089          |1,658   |252       |43,878.45  |
|3,090          |1,536   |256       |377.055    |
|3,091          |1,568   |259       |18,220.125 |
|3,092          |1,648   |260       |142.4115   |
|3,093          |1,646   |258       |19,236.525 |
|3,094          |1,672   |254       |285.0435   |
|3,095          |1,600   |257       |1,276.275  |
|3,096          |1,522   |261       |2,003.925  |
|3,097          |1,570   |251       |50,860.425 |
|3,098          |1,516   |253       |454.86     |
|3,099          |1,506   |255       |43,878.45  |
|3,100          |1,626   |252       |7,132.125  |
|3,101          |1,542   |259       |28,343.7   |
|3,102          |1,610   |260       |22,516.725 |
|3,103          |1,638   |258       |34,644.225 |
|3,104          |1,582   |250       |278.838    |
|3,105          |1,510   |257       |143.0415   |
|3,106          |1,526   |261       |28,199.325 |
|3,107          |1,644   |251       |3,713.325  |
|3,108          |1,680   |253       |63,831.075 |
|3,109          |1,584   |255       |6,754.86   |
|3,110          |1,620   |256       |5,711.475  |
|3,111          |1,666   |259       |503.0865   |
|3,112          |1,592   |260       |97.965     |
|3,113          |1,618   |258       |114.471    |
|3,114          |1,612   |254       |132.6465   |
|3,115          |1,586   |257       |43,878.45  |
|3,116          |1,500   |261       |418.95     |
|3,117          |1,656   |251       |824.355    |
|3,118          |1,572   |253       |461.79     |
|3,119          |1,562   |255       |630.378    |
|3,120          |1,662   |256       |37.0755    |
|3,121          |1,682   |259       |21,558.075 |
|3,122          |1,686   |250       |234.6435   |
|3,123          |1,684   |258       |45,172.05  |
|3,124          |1,534   |254       |279.783    |
|3,125          |1,614   |257       |1,228.5    |
|3,126          |1,588   |261       |40,471.2   |
|3,127          |1,622   |251       |836.01     |
|3,128          |1,632   |253       |62,092.8   |
|3,129          |1,608   |255       |5,948.25   |
|3,130          |1,576   |256       |91,117.95  |
|3,131          |1,590   |259       |525        |
|3,132          |1,514   |260       |281.8935   |
|3,133          |1,498   |250       |26,455.275 |
|3,134          |1,674   |254       |944.37     |
|3,135          |1,652   |257       |51,588.075 |
|3,136          |1,578   |261       |62,843.55  |
|3,137          |1,538   |251       |37,843.575 |
|3,138          |1,556   |253       |25,531.275 |
|3,139          |1,554   |255       |234.9585   |
|3,140          |1,688   |256       |125.748    |
|3,141          |1,580   |259       |150.7905   |
|3,142          |1,496   |260       |273.7035   |
|3,143          |1,494   |258       |8,847.3    |
|3,144          |1,650   |254       |171.0765   |
|3,145          |1,654   |257       |20,397.3   |
|3,146          |1,664   |261       |14,628.075 |
|3,147          |1,678   |251       |58,685.55  |
|3,148          |1,616   |253       |693.378    |
|3,149          |1,492   |255       |234.9585   |
|3,150          |1,602   |256       |1,796.0355 |
|3,151          |1,540   |252       |514.7415   |
|3,152          |1,628   |260       |34,644.225 |
|3,153          |1,604   |258       |1,581.93   |
|3,154          |1,690   |254       |146.286    |
|3,155          |1,566   |257       |102.564    |
|3,156          |1,698   |261       |150.7905   |
|3,157          |1,560   |250       |13,669.425 |
|3,158          |1,692   |253       |16,393.23  |
|3,159          |1,696   |255       |79,204.125 |
|3,160          |1,504   |256       |551.88     |
|3,161          |1,544   |259       |3,176.25   |
|3,162          |1,530   |260       |28,072.275 |
|3,163          |1,508   |258       |1,917.3    |
|3,164          |1,694   |254       |4,215.75   |
|3,165          |1,624   |252       |28,297.5   |
|3,166          |1,548   |261       |59.9445    |
|3,167          |1,598   |251       |722.61     |
|3,168          |1,658   |253       |43,878.45  |
|3,169          |1,536   |255       |592.7985   |
|3,170          |1,568   |256       |13,825.35  |
|3,171          |1,648   |259       |142.4115   |
|3,172          |1,646   |260       |28,794.15  |
|3,173          |1,672   |258       |408.555    |
|3,174          |1,600   |254       |1,276.275  |
|3,175          |1,522   |257       |2,003.925  |
|3,176          |1,570   |261       |50,860.425 |
|3,177          |1,516   |251       |454.86     |
|3,178          |1,506   |253       |43,878.45  |
|3,179          |1,626   |255       |7,132.125  |
|3,180          |1,542   |256       |28,343.7   |
|3,181          |1,610   |259       |22,516.725 |
|3,182          |1,638   |260       |34,644.225 |
|3,183          |1,582   |258       |415.3275   |
|3,184          |1,510   |254       |143.0415   |
|3,185          |1,526   |257       |28,199.325 |
|3,186          |1,644   |261       |3,713.325  |
|3,187          |1,680   |251       |63,831.075 |
|3,188          |1,584   |253       |16,340.31  |
|3,189          |1,620   |252       |5,711.475  |
|3,190          |1,666   |256       |360.045    |
|3,191          |1,592   |259       |97.965     |
|3,192          |1,618   |260       |114.471    |
|3,193          |1,612   |258       |132.6465   |
|3,194          |1,586   |254       |43,878.45  |
|3,195          |1,500   |257       |418.95     |
|3,196          |1,656   |261       |525.7665   |
|3,197          |1,572   |251       |461.79     |
|3,198          |1,562   |253       |481.887    |
|3,199          |1,662   |255       |37.0755    |
|3,200          |1,682   |252       |21,558.075 |
|3,201          |1,686   |259       |475.6815   |
|3,202          |1,684   |260       |41,048.7   |
|3,203          |1,534   |258       |416.745    |
|3,204          |1,614   |250       |279.153    |
|3,205          |1,588   |257       |40,471.2   |
|3,206          |1,622   |261       |389.655    |
|3,207          |1,632   |251       |62,092.8   |
|3,208          |1,608   |253       |5,948.25   |
|3,209          |1,576   |255       |91,117.95  |
|3,210          |1,590   |256       |525        |
|3,211          |1,514   |259       |1,721.79   |
|3,212          |1,498   |260       |26,455.275 |
|3,213          |1,674   |258       |944.37     |
|3,214          |1,652   |254       |44,594.55  |
|3,215          |1,578   |257       |62,843.55  |
|3,216          |1,538   |261       |37,843.575 |
|3,217          |1,556   |251       |25,531.275 |
|3,218          |1,554   |253       |694.1655   |
|3,219          |1,688   |255       |125.748    |
|3,220          |1,580   |256       |150.7905   |
|3,221          |1,496   |259       |503.0865   |
|3,222          |1,494   |250       |8,847.3    |
|3,223          |1,650   |258       |171.0765   |
|3,224          |1,654   |254       |20,397.3   |
|3,225          |1,664   |257       |14,628.075 |
|3,226          |1,678   |261       |58,685.55  |
|3,227          |1,616   |251       |773.01     |
|3,228          |1,492   |253       |694.1655   |
|3,229          |1,602   |255       |1,796.0355 |
|3,230          |1,540   |256       |416.745    |
|3,231          |1,628   |259       |34,644.225 |
|3,232          |1,604   |260       |257.5755   |
|3,233          |1,690   |250       |146.286    |
|3,234          |1,566   |254       |102.564    |
|3,235          |1,698   |257       |150.7905   |
|3,236          |1,560   |261       |13,669.425 |
|3,237          |1,692   |251       |16,393.23  |
|3,238          |1,696   |253       |22,516.725 |
|3,239          |1,504   |255       |551.88     |
|3,240          |1,544   |256       |6,987.75   |
|3,241          |1,530   |259       |28,072.275 |
|3,242          |1,508   |260       |35,394.975 |
|3,243          |1,694   |258       |3,407.25   |
|3,244          |1,624   |254       |28,297.5   |
|3,245          |1,548   |257       |59.9445    |
|3,246          |1,598   |261       |332.955    |
|3,247          |1,658   |251       |43,878.45  |
|3,248          |1,536   |253       |544.572    |
|3,249          |1,568   |255       |36,405.6   |
|3,250          |1,648   |256       |142.4115   |
|3,251          |1,646   |252       |19,236.525 |
|3,252          |1,672   |260       |253.323    |
|3,253          |1,600   |258       |1,276.275  |
|3,254          |1,522   |254       |2,003.925  |
|3,255          |1,570   |257       |50,860.425 |
|3,256          |1,516   |261       |454.86     |
|3,257          |1,506   |250       |43,878.45  |
|3,258          |1,626   |253       |7,132.125  |
|3,259          |1,542   |255       |28,343.7   |
|3,260          |1,610   |256       |22,516.725 |
|3,261          |1,638   |259       |34,644.225 |
|3,262          |1,582   |260       |272.7585   |
|3,263          |1,510   |258       |143.0415   |
|3,264          |1,526   |254       |28,199.325 |
|3,265          |1,644   |252       |3,713.325  |
|3,266          |1,680   |261       |63,831.075 |
|3,267          |1,584   |251       |16,340.31  |
|3,268          |1,620   |253       |5,711.475  |
|3,269          |1,666   |255       |235.9035   |
|3,270          |1,592   |256       |97.965     |
|3,271          |1,618   |259       |114.471    |
|3,272          |1,612   |260       |132.6465   |
|3,273          |1,586   |258       |43,878.45  |
|3,274          |1,500   |254       |418.95     |
|3,275          |1,656   |257       |3,413.2455 |
|3,276          |1,572   |261       |461.79     |
|3,277          |1,562   |251       |760.41     |
|3,278          |1,662   |253       |37.0755    |
|3,279          |1,682   |255       |21,558.075 |
|3,280          |1,686   |256       |422.1      |
|3,281          |1,684   |259       |45,172.05  |
|3,282          |1,534   |260       |273.7035   |
|3,283          |1,614   |258       |415.8      |
|3,284          |1,588   |254       |40,471.2   |
|3,285          |1,622   |257       |1,225.665  |
|3,286          |1,632   |261       |62,092.8   |
|3,287          |1,608   |251       |5,948.25   |
|3,288          |1,576   |253       |91,117.95  |
|3,289          |1,590   |252       |525        |
|3,290          |1,514   |256       |2,003.6835 |
|3,291          |1,498   |259       |26,455.275 |
|3,292          |1,674   |260       |944.37     |
|3,293          |1,652   |258       |6,993.525  |
|3,294          |1,578   |254       |36,122.625 |
|3,295          |1,538   |257       |37,843.575 |
|3,296          |1,556   |261       |25,531.275 |
|3,297          |1,554   |251       |773.955    |
|3,298          |1,688   |253       |125.748    |
|3,299          |1,580   |255       |150.7905   |
|3,300          |1,496   |252       |360.045    |
|3,301          |1,494   |259       |8,847.3    |
|3,302          |1,650   |260       |171.0765   |
|3,303          |1,654   |258       |20,397.3   |
|3,304          |1,664   |250       |14,628.075 |
|3,305          |1,678   |257       |58,685.55  |
|3,306          |1,616   |261       |481.887    |
|3,307          |1,492   |251       |773.955    |
|3,308          |1,602   |253       |1,796.0355 |
|3,309          |1,540   |255       |658.9485   |
|3,310          |1,628   |256       |34,644.225 |
|3,311          |1,604   |259       |1,581.93   |
|3,312          |1,690   |260       |146.286    |
|3,313          |1,566   |258       |102.564    |
|3,314          |1,698   |254       |150.7905   |
|3,315          |1,560   |257       |13,669.425 |
|3,316          |1,692   |261       |13,458.69  |
|3,317          |1,696   |251       |101,720.85 |
|3,318          |1,504   |253       |551.88     |
|3,319          |1,544   |255       |6,987.75   |
|3,320          |1,530   |256       |28,072.275 |
|3,321          |1,508   |259       |1,917.3    |
|3,322          |1,694   |250       |4,215.75   |
|3,323          |1,624   |258       |28,297.5   |
|3,324          |1,548   |254       |59.9445    |
|3,325          |1,598   |257       |1,055.565  |
|3,326          |1,658   |261       |43,878.45  |
|3,327          |1,536   |251       |722.4525   |
|3,328          |1,568   |253       |24,318.525 |
|3,329          |1,648   |255       |142.4115   |
|3,330          |1,646   |256       |48,030.675 |
|3,331          |1,672   |259       |50,860.425 |
|3,332          |1,600   |260       |1,276.275  |
|3,333          |1,522   |250       |2,003.925  |
|3,334          |1,570   |254       |28,343.7   |
|3,335          |1,516   |257       |454.86     |
|3,336          |1,506   |261       |43,878.45  |
|3,337          |1,626   |251       |7,132.125  |
|3,338          |1,542   |253       |28,343.7   |
|3,339          |1,610   |255       |22,516.725 |
|3,340          |1,638   |256       |34,644.225 |
|3,341          |1,582   |259       |501.1965   |
|3,342          |1,510   |260       |143.0415   |
|3,343          |1,526   |258       |28,199.325 |
|3,344          |1,644   |254       |3,713.325  |
|3,345          |1,680   |257       |63,831.075 |
|3,346          |1,584   |261       |13,361.04  |
|3,347          |1,620   |251       |5,711.475  |
|3,348          |1,666   |253       |696.528    |
|3,349          |1,592   |255       |97.965     |
|3,350          |1,618   |256       |114.471    |
|3,351          |1,612   |252       |132.6465   |
|3,352          |1,586   |260       |43,878.45  |
|3,353          |1,500   |258       |418.95     |
|3,354          |1,656   |254       |272.4435   |
|3,355          |1,572   |257       |461.79     |
|3,356          |1,562   |261       |462.7665   |
|3,357          |1,662   |250       |37.0755    |
|3,358          |1,682   |253       |21,558.075 |
|3,359          |1,686   |255       |663.6735   |
|3,360          |1,684   |256       |65,240.175 |
|3,361          |1,534   |259       |503.0865   |
|3,362          |1,614   |260       |273.0735   |
|3,363          |1,588   |258       |40,471.2   |
|3,364          |1,622   |254       |278.523    |
|3,365          |1,632   |252       |62,092.8   |
|3,366          |1,608   |261       |5,948.25   |
|3,367          |1,576   |251       |91,117.95  |
|3,368          |1,590   |253       |525        |
|3,369          |1,514   |255       |2,003.6835 |
|3,370          |1,498   |256       |26,455.275 |
|3,371          |1,674   |259       |944.37     |
|3,372          |1,652   |260       |44,594.55  |
|3,373          |1,578   |258       |26,720.925 |
|3,374          |1,538   |254       |37,843.575 |
|3,375          |1,556   |257       |25,531.275 |
|3,376          |1,554   |261       |482.517    |
|3,377          |1,688   |251       |125.748    |
|3,378          |1,580   |253       |150.7905   |
|3,379          |1,496   |255       |235.9035   |
|3,380          |1,494   |256       |8,847.3    |
|3,381          |1,650   |259       |171.0765   |
|3,382          |1,654   |260       |20,397.3   |
|3,383          |1,664   |258       |14,628.075 |
|3,384          |1,678   |254       |33,350.625 |
|3,385          |1,616   |257       |475.6815   |
|3,386          |1,492   |261       |482.517    |
|3,387          |1,602   |251       |1,796.0355 |
|3,388          |1,540   |253       |602.2485   |
|3,389          |1,628   |252       |34,644.225 |
|3,390          |1,604   |256       |1,839.5055 |
|3,391          |1,690   |259       |146.286    |
|3,392          |1,566   |260       |102.564    |
|3,393          |1,698   |258       |150.7905   |
|3,394          |1,560   |254       |13,669.425 |
|3,395          |1,692   |257       |2,934.54   |
|3,396          |1,696   |261       |50,860.425 |
|3,397          |1,504   |251       |551.88     |
|3,398          |1,544   |253       |6,987.75   |
|3,399          |1,530   |255       |28,072.275 |
|3,400          |1,508   |252       |37,312.275 |
|3,401          |1,694   |259       |3,407.25   |
|3,402          |1,624   |260       |28,297.5   |
|3,403          |1,548   |258       |59.9445    |
|3,404          |1,598   |250       |240.723    |
|3,405          |1,658   |257       |43,878.45  |
|3,406          |1,536   |261       |544.7295   |
|3,407          |1,568   |251       |18,641.7   |
|3,408          |1,648   |253       |142.4115   |
|3,409          |1,646   |255       |48,030.675 |
|3,410          |1,672   |256       |421.155    |
|3,411          |1,600   |259       |1,276.275  |
|3,412          |1,522   |260       |2,003.925  |
|3,413          |1,570   |258       |22,516.725 |
|3,414          |1,516   |254       |454.86     |
|3,415          |1,506   |257       |43,878.45  |
|3,416          |1,626   |261       |7,132.125  |
|3,417          |1,542   |251       |28,343.7   |
|3,418          |1,610   |253       |22,516.725 |
|3,419          |1,638   |255       |34,644.225 |
|3,420          |1,582   |256       |247.5585   |
|3,421          |1,510   |259       |143.0415   |
|3,422          |1,526   |250       |28,199.325 |
|3,423          |1,644   |258       |3,713.325  |
|3,424          |1,680   |254       |43,878.45  |
|3,425          |1,584   |257       |2,979.27   |
|3,426          |1,620   |261       |5,711.475  |
|3,427          |1,666   |251       |776.79     |
|3,428          |1,592   |253       |97.965     |
|3,429          |1,618   |255       |114.471    |
|3,430          |1,612   |256       |132.6465   |
|3,431          |1,586   |259       |43,878.45  |
|3,432          |1,500   |260       |418.95     |
|3,433          |1,656   |250       |389.655    |
|3,434          |1,572   |254       |461.79     |
|3,435          |1,562   |257       |1,656.837  |
|3,436          |1,662   |261       |37.0755    |
|3,437          |1,682   |251       |21,558.075 |
|3,438          |1,686   |253       |624.2985   |
|3,439          |1,684   |255       |20,980.575 |
|3,440          |1,534   |256       |360.045    |
|3,441          |1,614   |259       |260.4735   |
|3,442          |1,588   |260       |40,471.2   |
|3,443          |1,622   |258       |414.855    |
|3,444          |1,632   |254       |38,421.075 |
|3,445          |1,608   |257       |5,948.25   |
|3,446          |1,576   |261       |91,117.95  |
|3,447          |1,590   |251       |525        |
|3,448          |1,514   |253       |2,003.6835 |
|3,449          |1,498   |255       |26,455.275 |
|3,450          |1,674   |256       |944.37     |
|3,451          |1,652   |252       |6,993.525  |
|3,452          |1,578   |260       |36,122.625 |
|3,453          |1,538   |258       |37,843.575 |
|3,454          |1,556   |254       |25,531.275 |
|3,455          |1,554   |257       |111.069    |
|3,456          |1,688   |261       |125.748    |
|3,457          |1,580   |250       |150.7905   |
|3,458          |1,496   |253       |696.528    |
|3,459          |1,494   |255       |8,847.3    |
|3,460          |1,650   |256       |171.0765   |
|3,461          |1,654   |259       |20,397.3   |
|3,462          |1,664   |260       |14,628.075 |
|3,463          |1,678   |258       |25,334.925 |
|3,464          |1,616   |254       |278.523    |
|3,465          |1,492   |252       |111.069    |
|3,466          |1,602   |261       |1,796.0355 |
|3,467          |1,540   |251       |748.755    |
|3,468          |1,628   |253       |34,644.225 |
|3,469          |1,604   |255       |1,839.5055 |
|3,470          |1,690   |256       |146.286    |
|3,471          |1,566   |259       |102.564    |
|3,472          |1,698   |260       |150.7905   |
|3,473          |1,560   |258       |13,669.425 |
|3,474          |1,692   |254       |6,444.9    |
|3,475          |1,696   |257       |152,581.275|
|3,476          |1,504   |261       |551.88     |
|3,477          |1,544   |251       |6,987.75   |
|3,478          |1,530   |253       |28,072.275 |
|3,479          |1,508   |255       |37,312.275 |
|3,480          |1,694   |256       |7,623      |
|3,481          |1,624   |259       |28,297.5   |
|3,482          |1,548   |260       |59.9445    |
|3,483          |1,598   |258       |358.155    |
|3,484          |1,658   |254       |43,878.45  |
|3,485          |1,536   |257       |1,637.937  |
|3,486          |1,568   |261       |29,989.575 |
|3,487          |1,648   |251       |142.4115   |
|3,488          |1,646   |253       |48,030.675 |
|3,489          |1,672   |252       |12,127.7415|
|3,490          |1,600   |256       |1,276.275  |
|3,491          |1,522   |259       |2,003.925  |
|3,492          |1,570   |260       |28,343.7   |
|3,493          |1,516   |258       |454.86     |
|3,494          |1,506   |254       |43,878.45  |
|3,495          |1,626   |257       |7,132.125  |
|3,496          |1,542   |261       |28,343.7   |
|3,497          |1,610   |251       |22,516.725 |
|3,498          |1,638   |253       |34,644.225 |
|3,499          |1,582   |255       |694.1655   |
|3,500          |1,510   |252       |143.0415   |
|3,501          |1,526   |259       |28,199.325 |
|3,502          |1,644   |260       |3,713.325  |
|3,503          |1,680   |258       |19,952.625 |
|3,504          |1,584   |250       |6,540.66   |
|3,505          |1,620   |257       |5,711.475  |
|3,506          |1,666   |261       |484.407    |
|3,507          |1,592   |251       |97.965     |
|3,508          |1,618   |253       |114.471    |
|3,509          |1,612   |255       |132.6465   |
|3,510          |1,586   |256       |43,878.45  |
|3,511          |1,500   |259       |418.95     |
|3,512          |1,656   |260       |240.723    |
|3,513          |1,572   |258       |461.79     |
|3,514          |1,562   |254       |253.323    |
|3,515          |1,662   |257       |37.0755    |
|3,516          |1,682   |261       |21,558.075 |
|3,517          |1,686   |251       |710.325    |
|3,518          |1,684   |253       |86,220.75  |
|3,519          |1,534   |255       |235.9035   |
|3,520          |1,614   |256       |428.4      |
|3,521          |1,588   |259       |40,471.2   |
|3,522          |1,622   |250       |272.4435   |
|3,523          |1,632   |258       |23,671.725 |
|3,524          |1,608   |254       |5,948.25   |
|3,525          |1,576   |257       |91,117.95  |
|3,526          |1,590   |261       |525        |
|3,527          |1,514   |251       |2,003.6835 |
|3,528          |1,498   |253       |26,455.275 |
|3,529          |1,674   |255       |944.37     |
|3,530          |1,652   |256       |48,186.6   |
|3,531          |1,578   |259       |26,720.925 |
|3,532          |1,538   |260       |37,843.575 |
|3,533          |1,556   |250       |25,531.275 |
|3,534          |1,554   |254       |278.838    |
|3,535          |1,688   |257       |125.748    |
|3,536          |1,580   |261       |150.7905   |
|3,537          |1,496   |251       |776.79     |
|3,538          |1,494   |253       |8,847.3    |
|3,539          |1,650   |255       |171.0765   |
|3,540          |1,654   |256       |20,397.3   |
|3,541          |1,664   |259       |14,628.075 |
|3,542          |1,678   |260       |33,350.625 |
|3,543          |1,616   |258       |414.855    |
|3,544          |1,492   |254       |278.838    |
|3,545          |1,602   |257       |1,796.0355 |
|3,546          |1,540   |261       |489.069    |
|3,547          |1,628   |251       |34,644.225 |
|3,548          |1,604   |253       |1,839.5055 |
|3,549          |1,690   |255       |146.286    |
|3,550          |1,566   |256       |102.564    |
|3,551          |1,698   |252       |150.7905   |
|3,552          |1,560   |260       |13,669.425 |
|3,553          |1,692   |258       |9,948.33   |
|3,554          |1,696   |254       |28,343.7   |
|3,555          |1,504   |257       |551.88     |
|3,556          |1,544   |261       |6,987.75   |
|3,557          |1,530   |250       |28,072.275 |
|3,558          |1,508   |253       |37,312.275 |
|3,559          |1,694   |255       |7,623      |
|3,560          |1,624   |256       |28,297.5   |
|3,561          |1,548   |259       |59.9445    |
|3,562          |1,598   |260       |234.6435   |
|3,563          |1,658   |258       |43,878.45  |
|3,564          |1,536   |254       |247.2435   |
|3,565          |1,568   |252       |49,376.25  |
|3,566          |1,648   |261       |142.4115   |
|3,567          |1,646   |251       |48,030.675 |
|3,568          |1,672   |253       |39,258.45  |
|3,569          |1,600   |255       |1,276.275  |
|3,570          |1,522   |256       |2,003.925  |
|3,571          |1,570   |259       |22,516.725 |
|3,572          |1,516   |260       |454.86     |
|3,573          |1,506   |258       |43,878.45  |
|3,574          |1,626   |254       |7,132.125  |
|3,575          |1,542   |257       |28,343.7   |
|3,576          |1,610   |261       |22,516.725 |
|3,577          |1,638   |251       |34,644.225 |
|3,578          |1,582   |253       |656.586    |
|3,579          |1,510   |255       |143.0415   |
|3,580          |1,526   |256       |28,199.325 |
|3,581          |1,644   |259       |3,713.325  |
|3,582          |1,680   |260       |43,878.45  |
|3,583          |1,584   |258       |9,799.65   |
|3,584          |1,620   |254       |5,711.475  |
|3,585          |1,666   |257       |111.5415   |
|3,586          |1,592   |261       |97.965     |
|3,587          |1,618   |251       |114.471    |
|3,588          |1,612   |253       |132.6465   |
|3,589          |1,586   |252       |43,878.45  |
|3,590          |1,500   |256       |418.95     |
|3,591          |1,656   |259       |566.0865   |
|3,592          |1,572   |260       |461.79     |
|3,593          |1,562   |258       |377.055    |
|3,594          |1,662   |254       |37.0755    |
|3,595          |1,682   |257       |21,558.075 |
|3,596          |1,686   |261       |552.2265   |
|3,597          |1,684   |251       |86,220.75  |
|3,598          |1,534   |253       |696.528    |
|3,599          |1,614   |255       |663.453    |
|3,600          |1,588   |252       |40,471.2   |
|3,601          |1,622   |259       |259.8435   |
|3,602          |1,632   |260       |38,421.075 |
|3,603          |1,608   |258       |5,948.25   |
|3,604          |1,576   |250       |91,117.95  |
|3,605          |1,590   |257       |525        |
|3,606          |1,514   |261       |2,003.6835 |
|3,607          |1,498   |251       |26,455.275 |
|3,608          |1,674   |253       |944.37     |
|3,609          |1,652   |255       |3,401.475  |
|3,610          |1,578   |256       |62,843.55  |
|3,611          |1,538   |259       |37,843.575 |
|3,612          |1,556   |260       |25,531.275 |
|3,613          |1,554   |258       |415.3275   |
|3,614          |1,688   |254       |125.748    |
|3,615          |1,580   |257       |150.7905   |
|3,616          |1,496   |261       |484.407    |
|3,617          |1,494   |251       |8,847.3    |
|3,618          |1,650   |253       |171.0765   |
|3,619          |1,654   |255       |20,397.3   |
|3,620          |1,664   |256       |14,628.075 |
|3,621          |1,678   |259       |25,334.925 |
|3,622          |1,616   |250       |272.4435   |
|3,623          |1,492   |258       |415.3275   |
|3,624          |1,602   |254       |270.8055   |
|3,625          |1,540   |257       |1,814.6835 |
|3,626          |1,628   |261       |34,644.225 |
|3,627          |1,604   |251       |1,839.5055 |
|3,628          |1,690   |253       |146.286    |
|3,629          |1,566   |255       |102.564    |
|3,630          |1,698   |256       |150.7905   |
|3,631          |1,560   |259       |13,669.425 |
|3,632          |1,692   |260       |6,444.9    |
|3,633          |1,696   |250       |50,860.425 |
|3,634          |1,504   |254       |551.88     |
|3,635          |1,544   |257       |6,987.75   |
