|purchaseorderid|purchaseorderdetailid|productid|orderqty|unitprice|
|2,788          |6,184                |472      |3       |41.223   |
|2,789          |6,185                |462      |3       |47.6805  |
|2,790          |6,186                |510      |550     |23.4045  |
|2,790          |6,187                |511      |550     |27.867   |
|2,791          |6,188                |527      |550     |6.7515   |
|2,792          |6,189                |938      |550     |31.4895  |
|2,792          |6,190                |939      |550     |48.2895  |
|2,793          |6,191                |494      |60      |50.7465  |
|2,793          |6,192                |495      |60      |62.9265  |
|2,793          |6,193                |496      |60      |49.6545  |
|2,794          |6,194                |523      |550     |10.3845  |
|2,795          |6,195                |437      |3       |37.1805  |
|2,796          |6,196                |490      |3       |12.7155  |
|2,796          |6,197                |491      |3       |19.9395  |
|2,797          |6,198                |528      |3       |38.157   |
|2,798          |6,199                |505      |3       |44.2155  |
|2,799          |6,200                |938      |550     |31.4895  |
|2,799          |6,201                |939      |550     |48.2895  |
|2,800          |6,202                |358      |60      |6.9825   |
|2,801          |6,203                |438      |3       |47.6805  |
|2,801          |6,204                |439      |3       |45.5805  |
|2,801          |6,205                |440      |3       |49.854   |
|2,801          |6,206                |441      |3       |45.5805  |
|2,802          |6,207                |356      |60      |3.381    |
|2,802          |6,208                |357      |60      |4.3155   |
|2,803          |6,209                |377      |3       |45.444   |
|2,803          |6,210                |378      |3       |41.1705  |
|2,803          |6,211                |379      |3       |39.0705  |
|2,804          |6,212                |490      |3       |12.3585  |
|2,805          |6,213                |513      |550     |39.1965  |
|2,806          |6,214                |414      |3       |45.4755  |
|2,806          |6,215                |415      |3       |49.749   |
|2,806          |6,216                |416      |3       |45.4755  |
|2,806          |6,217                |417      |3       |43.3755  |
|2,807          |6,218                |931      |550     |34.8705  |
|2,807          |6,219                |932      |550     |39.7635  |
|2,807          |6,220                |933      |550     |43.9845  |
|2,807          |6,221                |934      |550     |38.1465  |
|2,808          |6,222                |422      |3       |47.6805  |
|2,808          |6,223                |423      |3       |45.5805  |
|2,808          |6,224                |424      |3       |49.854   |
|2,808          |6,225                |425      |3       |45.5805  |
|2,808          |6,226                |426      |3       |43.4805  |
|2,809          |6,227                |344      |3       |45.4755  |
|2,809          |6,228                |345      |3       |43.3755  |
|2,809          |6,229                |346      |3       |47.649   |
|2,809          |6,230                |347      |3       |43.3755  |
|2,809          |6,231                |348      |3       |41.2755  |
|2,810          |6,232                |931      |550     |34.3455  |
|2,810          |6,233                |932      |550     |39.2385  |
|2,811          |6,234                |348      |3       |41.1705  |
|2,811          |6,235                |349      |3       |45.444   |
|2,812          |6,236                |928      |550     |32.7705  |
|2,812          |6,237                |929      |550     |37.086   |
|2,813          |6,238                |332      |550     |10.815   |
|2,814          |6,239                |948      |550     |82.8345  |
|2,814          |6,240                |907      |550     |82.8345  |
|2,815          |6,241                |325      |1,250   |0.21     |
|2,815          |6,242                |326      |1,250   |0.21     |
|2,816          |6,243                |320      |3       |49.644   |
|2,816          |6,244                |321      |3       |44.3205  |
|2,816          |6,245                |322      |60      |28.6965  |
|2,817          |6,246                |930      |550     |42.5145  |
|2,817          |6,247                |921      |550     |5.586    |
|2,818          |6,248                |952      |60      |15.7395  |
|2,819          |6,249                |923      |550     |6.1845   |
|2,820          |6,250                |317      |550     |29.5785  |
|2,820          |6,251                |318      |550     |36.099   |
|2,820          |6,252                |319      |550     |48.5835  |
|2,821          |6,253                |928      |550     |32.2455  |
|2,821          |6,254                |929      |550     |36.561   |
|2,822          |6,255                |319      |550     |46.4205  |
|2,823          |6,256                |361      |3       |49.6965  |
|2,823          |6,257                |362      |3       |45.423   |
|2,823          |6,258                |363      |3       |43.323   |
|2,824          |6,259                |2        |3       |41.916   |
|2,825          |6,260                |1        |3       |50.2635  |
|2,826          |6,261                |370      |3       |43.554   |
|2,826          |6,262                |371      |3       |39.2805  |
|2,826          |6,263                |372      |3       |37.1805  |
|2,826          |6,264                |373      |3       |41.454   |
|2,827          |6,265                |530      |550     |16.086   |
|2,828          |6,266                |4        |3       |57.0255  |
|2,829          |6,267                |512      |550     |37.086   |
|2,830          |6,268                |513      |550     |26.5965  |
|2,831          |6,269                |319      |550     |46.0635  |
|2,832          |6,270                |408      |3       |47.544   |
|2,832          |6,271                |409      |3       |43.2705  |
|2,833          |6,272                |424      |3       |49.6965  |
|2,833          |6,273                |425      |3       |45.423   |
|2,833          |6,274                |426      |3       |43.323   |
|2,834          |6,275                |320      |3       |47.4705  |
|2,834          |6,276                |321      |3       |42.798   |
|2,835          |6,277                |448      |3       |45.5805  |
|2,835          |6,278                |449      |3       |49.854   |
|2,835          |6,279                |450      |3       |45.5805  |
|2,835          |6,280                |451      |3       |43.4805  |
|2,835          |6,281                |452      |3       |47.754   |
|2,835          |6,282                |453      |3       |43.4805  |
|2,835          |6,283                |454      |3       |41.3805  |
|2,835          |6,284                |455      |3       |45.654   |
|2,835          |6,285                |456      |3       |41.3805  |
|2,835          |6,286                |457      |3       |39.2805  |
|2,835          |6,287                |458      |3       |43.554   |
|2,835          |6,288                |459      |3       |39.2805  |
|2,835          |6,289                |460      |3       |37.1805  |
|2,835          |6,290                |461      |3       |41.454   |
|2,836          |6,291                |941      |550     |62.9895  |
|2,837          |6,292                |320      |3       |45.3705  |
|2,837          |6,293                |321      |3       |40.488   |
|2,837          |6,294                |322      |60      |26.3655  |
|2,838          |6,295                |504      |3       |48.762   |
|2,839          |6,296                |497      |3       |34.188   |
|2,840          |6,297                |323      |3       |50.2635  |
|2,841          |6,298                |523      |550     |10.731   |
|2,841          |6,299                |524      |550     |14.1225  |
|2,842          |6,300                |492      |60      |50.2635  |
|2,842          |6,301                |493      |60      |57.1515  |
|2,843          |6,302                |910      |550     |40.9395  |
|2,843          |6,303                |911      |550     |21.0945  |
|2,843          |6,304                |912      |550     |30.4395  |
|2,844          |6,305                |506      |60      |9.198    |
|2,845          |6,306                |351      |550     |5.775    |
|2,845          |6,307                |352      |550     |1.155    |
|2,845          |6,308                |679      |550     |5.775    |
|2,846          |6,309                |507      |550     |23.394   |
|2,846          |6,310                |508      |550     |27.6465  |
|2,847          |6,311                |355      |550     |1.365    |
|2,847          |6,312                |940      |550     |62.9895  |
|2,847          |6,313                |535      |550     |3.486    |
|2,848          |6,314                |351      |550     |6.195    |
|2,848          |6,315                |352      |550     |1.47     |
|2,848          |6,316                |679      |550     |6.195    |
|2,849          |6,317                |507      |550     |22.1655  |
|2,849          |6,318                |508      |550     |29.2845  |
|2,850          |6,319                |491      |3       |19.9815  |
|2,851          |6,320                |348      |3       |34.8705  |
|2,851          |6,321                |349      |3       |39.144   |
|2,852          |6,322                |935      |550     |31.4895  |
|2,852          |6,323                |936      |550     |48.2895  |
|2,853          |6,324                |377      |3       |36.9705  |
|2,853          |6,325                |378      |3       |41.244   |
|2,853          |6,326                |379      |3       |36.9705  |
|2,854          |6,327                |476      |550     |15.8865  |
|2,854          |6,328                |477      |550     |11.6655  |
|2,855          |6,329                |402      |3       |47.4705  |
|2,856          |6,330                |510      |550     |23.079   |
|2,856          |6,331                |511      |550     |29.274   |
|2,856          |6,332                |512      |550     |34.9755  |
|2,857          |6,333                |403      |3       |45.3705  |
|2,857          |6,334                |404      |3       |49.644   |
|2,857          |6,335                |405      |3       |45.3705  |
|2,857          |6,336                |406      |3       |43.2705  |
|2,857          |6,337                |407      |3       |47.544   |
|2,857          |6,338                |408      |3       |43.2705  |
|2,858          |6,339                |525      |550     |2.3205   |
|2,859          |6,340                |526      |550     |3.6435   |
|2,860          |6,341                |908      |550     |21.0945  |
|2,860          |6,342                |909      |550     |30.4395  |
|2,860          |6,343                |913      |550     |40.9395  |
|2,861          |6,344                |356      |60      |3.6015   |
|2,861          |6,345                |357      |60      |3.9795   |
|2,862          |6,346                |935      |550     |31.4895  |
|2,862          |6,347                |936      |550     |48.2895  |
|2,863          |6,348                |524      |550     |12.9675  |
|2,864          |6,349                |911      |550     |21.0945  |
|2,864          |6,350                |912      |550     |30.4395  |
|2,865          |6,351                |910      |550     |40.9395  |
|2,866          |6,352                |937      |550     |62.9895  |
|2,867          |6,353                |473      |3       |39.123   |
|2,867          |6,354                |474      |3       |43.3965  |
|2,867          |6,355                |475      |3       |39.123   |
|2,868          |6,356                |462      |3       |47.6805  |
|2,869          |6,357                |510      |550     |23.4045  |
|2,869          |6,358                |511      |550     |27.867   |
|2,870          |6,359                |527      |550     |6.7515   |
|2,871          |6,360                |509      |550     |36.2775  |
|2,872          |6,361                |492      |60      |50.7465  |
|2,872          |6,362                |493      |60      |58.2645  |
|2,873          |6,363                |523      |550     |10.3845  |
|2,874          |6,364                |422      |3       |47.6805  |
|2,874          |6,365                |423      |3       |45.5805  |
|2,875          |6,366                |490      |3       |12.7155  |
|2,875          |6,367                |491      |3       |19.9395  |
|2,876          |6,368                |528      |3       |38.157   |
|2,877          |6,369                |505      |3       |44.2155  |
|2,878          |6,370                |938      |550     |31.4895  |
|2,878          |6,371                |939      |550     |48.2895  |
|2,879          |6,372                |358      |60      |6.9825   |
|2,880          |6,373                |442      |3       |43.4805  |
|2,880          |6,374                |443      |3       |47.754   |
|2,880          |6,375                |444      |3       |43.4805  |
|2,881          |6,376                |356      |60      |3.381    |
|2,881          |6,377                |357      |60      |4.3155   |
|2,882          |6,378                |380      |3       |43.344   |
|2,882          |6,379                |381      |3       |39.0705  |
|2,883          |6,380                |490      |3       |12.3585  |
|2,884          |6,381                |513      |550     |39.1965  |
|2,885          |6,382                |418      |3       |47.649   |
|2,885          |6,383                |419      |3       |43.3755  |
|2,885          |6,384                |420      |3       |41.2755  |
|2,885          |6,385                |421      |3       |45.549   |
|2,886          |6,386                |931      |550     |34.8705  |
|2,886          |6,387                |932      |550     |39.7635  |
|2,886          |6,388                |933      |550     |43.9845  |
|2,886          |6,389                |934      |550     |38.1465  |
|2,887          |6,390                |427      |3       |47.754   |
|2,887          |6,391                |428      |3       |43.4805  |
|2,887          |6,392                |429      |3       |41.3805  |
|2,887          |6,393                |430      |3       |45.654   |
|2,887          |6,394                |431      |3       |41.3805  |
|2,887          |6,395                |432      |3       |39.2805  |
|2,888          |6,396                |349      |3       |45.549   |
|2,889          |6,397                |931      |550     |34.3455  |
|2,889          |6,398                |932      |550     |39.2385  |
|2,890          |6,399                |341      |3       |47.4705  |
|2,890          |6,400                |342      |3       |45.3705  |
|2,890          |6,401                |343      |3       |49.644   |
|2,891          |6,402                |930      |550     |43.0395  |
|2,892          |6,403                |332      |550     |10.815   |
|2,893          |6,404                |948      |550     |82.8345  |
|2,893          |6,405                |907      |550     |82.8345  |
|2,894          |6,406                |325      |1,250   |0.21     |
|2,894          |6,407                |326      |1,250   |0.21     |
|2,895          |6,408                |320      |3       |49.644   |
|2,895          |6,409                |321      |3       |44.3205  |
|2,895          |6,410                |322      |60      |28.6965  |
|2,896          |6,411                |930      |550     |42.5145  |
|2,896          |6,412                |921      |550     |5.586    |
|2,897          |6,413                |952      |60      |15.7395  |
|2,898          |6,414                |933      |550     |43.4595  |
|2,898          |6,415                |934      |550     |37.6215  |
|2,898          |6,416                |922      |550     |6.531    |
|2,898          |6,417                |923      |550     |6.1845   |
|2,899          |6,418                |317      |550     |29.5785  |
|2,899          |6,419                |318      |550     |36.099   |
|2,899          |6,420                |319      |550     |48.5835  |
|2,900          |6,421                |928      |550     |32.2455  |
|2,900          |6,422                |929      |550     |36.561   |
|2,901          |6,423                |319      |550     |46.4205  |
|2,902          |6,424                |364      |3       |47.5965  |
|2,902          |6,425                |365      |3       |43.323   |
|2,903          |6,426                |2        |3       |41.916   |
|2,904          |6,427                |1        |3       |50.2635  |
|2,905          |6,428                |374      |3       |37.1805  |
|2,906          |6,429                |530      |550     |16.086   |
|2,907          |6,430                |4        |3       |57.0255  |
|2,908          |6,431                |512      |550     |37.086   |
|2,909          |6,432                |513      |550     |26.5965  |
|2,910          |6,433                |317      |550     |27.0585  |
|2,910          |6,434                |318      |550     |33.579   |
|2,910          |6,435                |319      |550     |46.0635  |
|2,911          |6,436                |410      |3       |41.1705  |
|2,911          |6,437                |411      |3       |45.444   |
|2,911          |6,438                |412      |3       |41.1705  |
|2,911          |6,439                |413      |3       |39.0705  |
|2,912          |6,440                |427      |3       |47.5965  |
|2,912          |6,441                |428      |3       |43.323   |
|2,913          |6,442                |322      |60      |25.4205  |
|2,914          |6,443                |438      |3       |41.223   |
|2,914          |6,444                |439      |3       |45.4965  |
|2,915          |6,445                |941      |550     |62.9895  |
|2,916          |6,446                |320      |3       |45.3705  |
|2,916          |6,447                |321      |3       |40.488   |
|2,916          |6,448                |322      |60      |26.3655  |
|2,917          |6,449                |504      |3       |48.762   |
|2,918          |6,450                |497      |3       |34.188   |
|2,919          |6,451                |323      |3       |50.2635  |
|2,920          |6,452                |523      |550     |10.731   |
|2,920          |6,453                |524      |550     |14.1225  |
|2,921          |6,454                |494      |60      |53.2035  |
|2,921          |6,455                |495      |60      |63.693   |
|2,921          |6,456                |496      |60      |48.909   |
|2,922          |6,457                |913      |550     |40.9395  |
|2,922          |6,458                |914      |550     |21.0945  |
|2,923          |6,459                |506      |60      |9.198    |
|2,924          |6,460                |351      |550     |5.775    |
|2,924          |6,461                |352      |550     |1.155    |
|2,925          |6,462                |507      |550     |23.394   |
|2,925          |6,463                |508      |550     |27.6465  |
|2,926          |6,464                |355      |550     |1.365    |
|2,926          |6,465                |940      |550     |62.9895  |
|2,926          |6,466                |535      |550     |3.486    |
|2,927          |6,467                |351      |550     |6.195    |
|2,927          |6,468                |352      |550     |1.47     |
|2,927          |6,469                |679      |550     |6.195    |
|2,928          |6,470                |507      |550     |22.1655  |
|2,928          |6,471                |508      |550     |29.2845  |
|2,929          |6,472                |491      |3       |19.9815  |
|2,930          |6,473                |341      |3       |41.1705  |
|2,930          |6,474                |342      |3       |39.0705  |
|2,930          |6,475                |343      |3       |43.344   |
|2,931          |6,476                |935      |550     |31.4895  |
|2,931          |6,477                |936      |550     |48.2895  |
|2,932          |6,478                |380      |3       |43.218   |
|2,932          |6,479                |381      |3       |47.4915  |
|2,933          |6,480                |478      |550     |11.088   |
|2,933          |6,481                |479      |550     |15.8865  |
|2,933          |6,482                |480      |550     |11.6655  |
|2,934          |6,483                |402      |3       |47.4705  |
|2,935          |6,484                |510      |550     |23.079   |
|2,935          |6,485                |511      |550     |29.274   |
|2,935          |6,486                |512      |550     |34.9755  |
|2,936          |6,487                |409      |3       |41.1705  |
|2,936          |6,488                |914      |550     |21.0945  |
|2,936          |6,489                |915      |550     |30.4395  |
|2,936          |6,490                |916      |550     |40.9395  |
|2,937          |6,491                |525      |550     |2.3205   |
|2,938          |6,492                |526      |550     |3.6435   |
|2,939          |6,493                |908      |550     |21.0945  |
|2,939          |6,494                |909      |550     |30.4395  |
|2,939          |6,495                |913      |550     |40.9395  |
|2,940          |6,496                |356      |60      |3.6015   |
|2,940          |6,497                |357      |60      |3.9795   |
|2,941          |6,498                |935      |550     |31.4895  |
|2,941          |6,499                |936      |550     |48.2895  |
|2,942          |6,500                |524      |550     |12.9675  |
|2,943          |6,501                |911      |550     |21.0945  |
|2,943          |6,502                |912      |550     |30.4395  |
|2,944          |6,503                |910      |550     |40.9395  |
|2,945          |6,504                |937      |550     |62.9895  |
|2,946          |6,505                |463      |3       |47.523   |
|2,946          |6,506                |464      |3       |45.423   |
|2,946          |6,507                |465      |3       |49.6965  |
|2,946          |6,508                |466      |3       |45.423   |
|2,947          |6,509                |462      |3       |47.6805  |
|2,948          |6,510                |510      |550     |23.4045  |
|2,948          |6,511                |511      |550     |27.867   |
|2,949          |6,512                |527      |550     |6.7515   |
|2,950          |6,513                |938      |550     |31.4895  |
|2,950          |6,514                |939      |550     |48.2895  |
|2,950          |6,515                |509      |550     |36.2775  |
|2,951          |6,516                |494      |60      |50.7465  |
|2,951          |6,517                |495      |60      |62.9265  |
|2,951          |6,518                |496      |60      |49.6545  |
|2,952          |6,519                |523      |550     |10.3845  |
|2,953          |6,520                |424      |3       |49.854   |
|2,953          |6,521                |425      |3       |45.5805  |
|2,953          |6,522                |426      |3       |43.4805  |
|2,954          |6,523                |490      |3       |12.7155  |
|2,954          |6,524                |491      |3       |19.9395  |
|2,955          |6,525                |528      |3       |38.157   |
|2,956          |6,526                |505      |3       |44.2155  |
|2,957          |6,527                |938      |550     |31.4895  |
|2,957          |6,528                |939      |550     |48.2895  |
|2,958          |6,529                |358      |60      |6.9825   |
|2,959          |6,530                |445      |3       |41.3805  |
|2,959          |6,531                |446      |3       |45.654   |
|2,959          |6,532                |447      |3       |41.3805  |
|2,959          |6,533                |448      |3       |39.2805  |
|2,959          |6,534                |449      |3       |43.554   |
|2,960          |6,535                |356      |60      |3.381    |
|2,960          |6,536                |357      |60      |4.3155   |
|2,961          |6,537                |382      |3       |36.9705  |
|2,961          |6,538                |383      |3       |41.244   |
|2,961          |6,539                |384      |3       |36.9705  |
|2,961          |6,540                |385      |3       |43.218   |
|2,962          |6,541                |490      |3       |12.3585  |
|2,963          |6,542                |513      |550     |39.1965  |
|2,964          |6,543                |403      |3       |45.444   |
|2,964          |6,544                |404      |3       |41.1705  |
|2,965          |6,545                |931      |550     |34.8705  |
|2,965          |6,546                |932      |550     |39.7635  |
|2,965          |6,547                |933      |550     |43.9845  |
|2,965          |6,548                |934      |550     |38.1465  |
|2,966          |6,549                |433      |3       |43.554   |
|2,966          |6,550                |434      |3       |39.2805  |
|2,966          |6,551                |435      |3       |37.1805  |
|2,966          |6,552                |436      |3       |41.454   |
|2,967          |6,553                |341      |3       |47.5755  |
|2,967          |6,554                |342      |3       |45.4755  |
|2,967          |6,555                |343      |3       |49.749   |
|2,967          |6,556                |344      |3       |45.4755  |
|2,967          |6,557                |345      |3       |43.3755  |
|2,967          |6,558                |346      |3       |47.649   |
|2,968          |6,559                |931      |550     |34.3455  |
|2,968          |6,560                |932      |550     |39.2385  |
|2,969          |6,561                |344      |3       |45.3705  |
|2,969          |6,562                |345      |3       |43.2705  |
|2,969          |6,563                |346      |3       |47.544   |
|2,969          |6,564                |347      |3       |43.2705  |
|2,969          |6,565                |348      |3       |41.1705  |
|2,970          |6,566                |928      |550     |32.7705  |
|2,970          |6,567                |929      |550     |37.086   |
|2,970          |6,568                |930      |550     |43.0395  |
|2,971          |6,569                |332      |550     |10.815   |
|2,972          |6,570                |948      |550     |82.8345  |
|2,972          |6,571                |907      |550     |82.8345  |
|2,973          |6,572                |325      |1,250   |0.21     |
|2,973          |6,573                |326      |1,250   |0.21     |
|2,974          |6,574                |320      |3       |49.644   |
|2,974          |6,575                |321      |3       |44.3205  |
|2,975          |6,576                |930      |550     |42.5145  |
|2,975          |6,577                |921      |550     |5.586    |
|2,976          |6,578                |952      |60      |15.7395  |
|2,977          |6,579                |933      |550     |43.4595  |
|2,977          |6,580                |934      |550     |37.6215  |
|2,977          |6,581                |922      |550     |6.531    |
|2,977          |6,582                |923      |550     |6.1845   |
|2,978          |6,583                |317      |550     |29.5785  |
|2,978          |6,584                |318      |550     |36.099   |
|2,978          |6,585                |319      |550     |48.5835  |
|2,979          |6,586                |928      |550     |32.2455  |
|2,979          |6,587                |929      |550     |36.561   |
|2,980          |6,588                |319      |550     |46.4205  |
|2,981          |6,589                |366      |3       |41.223   |
|2,981          |6,590                |367      |3       |45.4965  |
|2,981          |6,591                |368      |3       |41.223   |
|2,981          |6,592                |369      |3       |39.123   |
|2,982          |6,593                |2        |3       |41.916   |
|2,983          |6,594                |1        |3       |50.2635  |
|2,984          |6,595                |359      |3       |47.6805  |
|2,984          |6,596                |360      |3       |45.5805  |
|2,985          |6,597                |530      |550     |16.086   |
|2,986          |6,598                |4        |3       |57.0255  |
|2,987          |6,599                |512      |550     |37.086   |
|2,988          |6,600                |513      |550     |26.5965  |
|2,989          |6,601                |317      |550     |27.0585  |
|2,989          |6,602                |318      |550     |33.579   |
|2,989          |6,603                |319      |550     |46.0635  |
|2,990          |6,604                |414      |3       |43.344   |
|2,990          |6,605                |415      |3       |39.0705  |
|2,990          |6,606                |416      |3       |36.9705  |
|2,991          |6,607                |429      |3       |41.223   |
|2,991          |6,608                |430      |3       |45.4965  |
|2,991          |6,609                |431      |3       |41.223   |
|2,991          |6,610                |432      |3       |39.123   |
|2,992          |6,611                |320      |3       |47.4705  |
|2,992          |6,612                |321      |3       |42.798   |
|2,993          |6,613                |440      |3       |41.223   |
|2,993          |6,614                |441      |3       |39.123   |
|2,993          |6,615                |442      |3       |43.3965  |
|2,994          |6,616                |941      |550     |62.9895  |
|2,995          |6,617                |320      |3       |45.3705  |
|2,995          |6,618                |321      |3       |40.488   |
|2,995          |6,619                |322      |60      |26.3655  |
|2,996          |6,620                |504      |3       |48.762   |
|2,997          |6,621                |497      |3       |34.188   |
|2,998          |6,622                |323      |3       |50.2635  |
|2,999          |6,623                |523      |550     |10.731   |
|2,999          |6,624                |524      |550     |14.1225  |
|3,000          |6,625                |492      |60      |50.2635  |
|3,000          |6,626                |493      |60      |57.1515  |
|3,000          |6,627                |494      |60      |53.2035  |
|3,001          |6,628                |915      |550     |30.4395  |
|3,001          |6,629                |916      |550     |40.9395  |
|3,002          |6,630                |506      |60      |9.198    |
|3,003          |6,631                |679      |550     |5.775    |
|3,004          |6,632                |507      |550     |23.394   |
|3,004          |6,633                |508      |550     |27.6465  |
|3,005          |6,634                |355      |550     |1.365    |
|3,005          |6,635                |940      |550     |62.9895  |
|3,005          |6,636                |535      |550     |3.486    |
|3,006          |6,637                |351      |550     |6.195    |
|3,006          |6,638                |352      |550     |1.47     |
|3,006          |6,639                |679      |550     |6.195    |
|3,007          |6,640                |507      |550     |22.1655  |
|3,007          |6,641                |508      |550     |29.2845  |
|3,008          |6,642                |491      |3       |19.9815  |
|3,009          |6,643                |344      |3       |39.0705  |
|3,009          |6,644                |345      |3       |36.9705  |
|3,009          |6,645                |346      |3       |41.244   |
|3,009          |6,646                |347      |3       |36.9705  |
|3,009          |6,647                |348      |3       |34.8705  |
|3,010          |6,648                |935      |550     |31.4895  |
|3,010          |6,649                |936      |550     |48.2895  |
|3,011          |6,650                |382      |3       |43.2705  |
|3,011          |6,651                |383      |3       |47.544   |
|3,011          |6,652                |384      |3       |43.2705  |
|3,011          |6,653                |385      |3       |41.1705  |
|3,012          |6,654                |481      |550     |11.088   |
|3,012          |6,655                |482      |550     |8.757    |
|3,013          |6,656                |402      |3       |47.4705  |
|3,014          |6,657                |510      |550     |23.079   |
|3,014          |6,658                |511      |550     |29.274   |
|3,015          |6,659                |403      |3       |45.3705  |
|3,015          |6,660                |404      |3       |49.644   |
|3,015          |6,661                |405      |3       |45.3705  |
|3,015          |6,662                |406      |3       |43.2705  |
|3,015          |6,663                |407      |3       |47.544   |
|3,015          |6,664                |408      |3       |43.2705  |
|3,015          |6,665                |409      |3       |41.1705  |
|3,015          |6,666                |914      |550     |21.0945  |
|3,015          |6,667                |915      |550     |30.4395  |
|3,015          |6,668                |916      |550     |40.9395  |
|3,016          |6,669                |525      |550     |2.3205   |
|3,017          |6,670                |526      |550     |3.6435   |
|3,018          |6,671                |908      |550     |21.0945  |
|3,018          |6,672                |909      |550     |30.4395  |
|3,018          |6,673                |913      |550     |40.9395  |
|3,019          |6,674                |356      |60      |3.6015   |
|3,019          |6,675                |357      |60      |3.9795   |
|3,020          |6,676                |935      |550     |31.4895  |
|3,020          |6,677                |936      |550     |48.2895  |
|3,021          |6,678                |524      |550     |12.9675  |
|3,022          |6,679                |911      |550     |21.0945  |
|3,022          |6,680                |912      |550     |30.4395  |
|3,023          |6,681                |910      |550     |40.9395  |
|3,024          |6,682                |937      |550     |62.9895  |
|3,025          |6,683                |467      |3       |43.323   |
|3,025          |6,684                |468      |3       |47.5965  |
|3,025          |6,685                |469      |3       |43.323   |
|3,025          |6,686                |470      |3       |41.223   |
|3,025          |6,687                |471      |3       |45.4965  |
|3,025          |6,688                |472      |3       |41.223   |
|3,025          |6,689                |473      |3       |39.123   |
|3,025          |6,690                |474      |3       |43.3965  |
|3,025          |6,691                |475      |3       |39.123   |
|3,026          |6,692                |462      |3       |47.6805  |
|3,027          |6,693                |510      |550     |23.4045  |
|3,027          |6,694                |511      |550     |27.867   |
|3,028          |6,695                |527      |550     |6.7515   |
|3,029          |6,696                |938      |550     |31.4895  |
|3,029          |6,697                |939      |550     |48.2895  |
|3,029          |6,698                |509      |550     |36.2775  |
|3,030          |6,699                |492      |60      |50.7465  |
|3,030          |6,700                |493      |60      |58.2645  |
|3,030          |6,701                |494      |60      |50.7465  |
|3,031          |6,702                |523      |550     |10.3845  |
|3,032          |6,703                |427      |3       |47.754   |
|3,032          |6,704                |428      |3       |43.4805  |
|3,033          |6,705                |490      |3       |12.7155  |
|3,033          |6,706                |491      |3       |19.9395  |
|3,034          |6,707                |528      |3       |38.157   |
|3,035          |6,708                |505      |3       |44.2155  |
|3,036          |6,709                |938      |550     |31.4895  |
|3,036          |6,710                |939      |550     |48.2895  |
|3,037          |6,711                |358      |60      |6.9825   |
|3,038          |6,712                |450      |3       |39.2805  |
|3,038          |6,713                |451      |3       |37.1805  |
|3,038          |6,714                |452      |3       |41.454   |
|3,038          |6,715                |453      |3       |37.1805  |
|3,038          |6,716                |454      |3       |47.523   |
|3,039          |6,717                |356      |60      |3.381    |
|3,039          |6,718                |357      |60      |4.3155   |
|3,040          |6,719                |386      |3       |47.4915  |
|3,040          |6,720                |387      |3       |43.2705  |
|3,040          |6,721                |388      |3       |47.544   |
|3,041          |6,722                |490      |3       |12.3585  |
|3,042          |6,723                |513      |550     |39.1965  |
|3,043          |6,724                |405      |3       |39.0705  |
|3,043          |6,725                |406      |3       |43.344   |
|3,043          |6,726                |407      |3       |39.0705  |
|3,044          |6,727                |931      |550     |34.8705  |
|3,044          |6,728                |932      |550     |39.7635  |
|3,045          |6,729                |437      |3       |37.1805  |
|3,046          |6,730                |347      |3       |43.3755  |
|3,046          |6,731                |348      |3       |41.2755  |
|3,046          |6,732                |349      |3       |45.549   |
|3,047          |6,733                |931      |550     |34.3455  |
|3,047          |6,734                |932      |550     |39.2385  |
|3,048          |6,735                |349      |3       |45.444   |
|3,049          |6,736                |928      |550     |32.7705  |
|3,049          |6,737                |929      |550     |37.086   |
|3,049          |6,738                |930      |550     |43.0395  |
|3,050          |6,739                |332      |550     |10.815   |
|3,051          |6,740                |948      |550     |82.8345  |
|3,051          |6,741                |907      |550     |82.8345  |
|3,052          |6,742                |325      |1,250   |0.21     |
|3,052          |6,743                |326      |1,250   |0.21     |
|3,053          |6,744                |322      |60      |28.6965  |
|3,054          |6,745                |930      |550     |42.5145  |
|3,054          |6,746                |921      |550     |5.586    |
|3,055          |6,747                |952      |60      |15.7395  |
|3,056          |6,748                |933      |550     |43.4595  |
|3,056          |6,749                |934      |550     |37.6215  |
|3,056          |6,750                |922      |550     |6.531    |
|3,056          |6,751                |923      |550     |6.1845   |
|3,057          |6,752                |317      |550     |29.5785  |
|3,057          |6,753                |318      |550     |36.099   |
|3,057          |6,754                |319      |550     |48.5835  |
|3,058          |6,755                |928      |550     |32.2455  |
|3,058          |6,756                |929      |550     |36.561   |
|3,059          |6,757                |319      |550     |46.4205  |
|3,060          |6,758                |370      |3       |43.3965  |
|3,060          |6,759                |371      |3       |39.123   |
|3,060          |6,760                |372      |3       |37.023   |
|3,061          |6,761                |2        |3       |41.916   |
|3,062          |6,762                |1        |3       |50.2635  |
|3,063          |6,763                |361      |3       |49.854   |
|3,063          |6,764                |362      |3       |45.5805  |
|3,063          |6,765                |363      |3       |43.4805  |
|3,064          |6,766                |530      |550     |16.086   |
|3,065          |6,767                |4        |3       |57.0255  |
|3,066          |6,768                |512      |550     |37.086   |
|3,067          |6,769                |513      |550     |26.5965  |
|3,068          |6,770                |317      |550     |27.0585  |
|3,068          |6,771                |318      |550     |33.579   |
|3,068          |6,772                |319      |550     |46.0635  |
